,Gene_MEND52
962,GRCh38______CCDC24
963,GRCh38______SLC6A9
964,GRCh38______AL139220.2
965,GRCh38______KLF17
966,GRCh38______KLF18
967,GRCh38______DMAP1
968,GRCh38______ERI3
969,GRCh38______ERI3-IT1
970,GRCh38______RNF220
971,GRCh38______TMEM53
972,GRCh38______ARMH1
973,GRCh38______KIF2C
974,GRCh38______AL592166.1
975,GRCh38______RPS8
976,GRCh38______BEST4
977,GRCh38______PLK3
978,GRCh38______TCTEX1D4
979,GRCh38______BTBD19
980,GRCh38______PTCH2
981,GRCh38______EIF2B3
982,GRCh38______HECTD3
983,GRCh38______UROD
984,GRCh38______ZSWIM5
985,GRCh38______LINC01144
986,GRCh38______HPDL
987,GRCh38______MUTYH
988,GRCh38______TOE1
989,GRCh38______TESK2
990,GRCh38______CCDC163
991,GRCh38______MMACHC
992,GRCh38______PRDX1
993,GRCh38______AKR1A1
994,GRCh38______NASP
995,GRCh38______CCDC17
996,GRCh38______GPBP1L1
997,GRCh38______TMEM69
998,GRCh38______IPP
999,GRCh38______AL604028.1
1000,GRCh38______MAST2
1001,GRCh38______PIK3R3
1002,GRCh38______AL358075.1
1003,GRCh38______AL358075.2
1004,GRCh38______TSPAN1
1005,GRCh38______P3R3URF
1006,GRCh38______POMGNT1
1007,GRCh38______LURAP1
1008,GRCh38______RAD54L
1009,GRCh38______LRRC41
1010,GRCh38______UQCRH
1011,GRCh38______NSUN4
1012,GRCh38______FAAH
1013,GRCh38______LINC01398
1014,GRCh38______DMBX1
1015,GRCh38______TMEM275
1016,GRCh38______MKNK1-AS1
1017,GRCh38______KNCN
1018,GRCh38______MKNK1
1019,GRCh38______MOB3C
1020,GRCh38______ATPAF1
1021,GRCh38______TEX38
1022,GRCh38______EFCAB14-AS1
1023,GRCh38______EFCAB14
1024,GRCh38______CYP4B1
1025,GRCh38______CYP4A11
1026,GRCh38______CYP4X1
1027,GRCh38______CYP4Z1
1028,GRCh38______CYP4A22-AS1
1029,GRCh38______CYP4A22
1030,GRCh38______LINC00853
1031,GRCh38______PDZK1IP1
1032,GRCh38______TAL1
1033,GRCh38______AL135960.1
1034,GRCh38______STIL
1035,GRCh38______CMPK1
1036,GRCh38______LINC01389
1037,GRCh38______FOXE3
1038,GRCh38______FOXD2-AS1
1039,GRCh38______FOXD2
1040,GRCh38______LINC01738
1041,GRCh38______TRABD2B
1042,GRCh38______AL691459.1
1043,GRCh38______AC096541.1
1044,GRCh38______LINC02794
1045,GRCh38______AL356289.1
1046,GRCh38______AL109659.1
1047,GRCh38______SLC5A9
1048,GRCh38______AL109659.2
1049,GRCh38______SPATA6
1050,GRCh38______AGBL4
1051,GRCh38______AL391844.1
1052,GRCh38______BEND5
1053,GRCh38______AL645507.1
1054,GRCh38______AC099788.1
1055,GRCh38______AL590432.1
1056,GRCh38______AGBL4-IT1
1057,GRCh38______ELAVL4
1058,GRCh38______AL592182.2
1059,GRCh38______AL592182.1
1060,GRCh38______LINC02808
1061,GRCh38______AL592182.3
1062,GRCh38______DMRTA2
1063,GRCh38______AL049637.2
1064,GRCh38______FAF1
1065,GRCh38______AL049637.1
1066,GRCh38______CDKN2C
1067,GRCh38______C1orf185
1068,GRCh38______LINC01562
1069,GRCh38______RNF11
1070,GRCh38______AL162430.2
1071,GRCh38______TTC39A
1072,GRCh38______TTC39A-AS1
1073,GRCh38______EPS15
1074,GRCh38______AC104170.2
1075,GRCh38______AC104170.1
1076,GRCh38______OSBPL9
1077,GRCh38______NRDC
1078,GRCh38______AL050343.2
1079,GRCh38______AL050343.3
1080,GRCh38______RAB3B
1081,GRCh38______TXNDC12
1082,GRCh38______KTI12
1083,GRCh38______AL445685.1
1084,GRCh38______TXNDC12-AS1
1085,GRCh38______BTF3L4
1086,GRCh38______ZFYVE9
1087,GRCh38______CC2D1B
1088,GRCh38______AL513218.1
1089,GRCh38______AL513218.2
1090,GRCh38______ORC1
1091,GRCh38______PRPF38A
1092,GRCh38______TUT4
1093,GRCh38______AL591167.1
1094,GRCh38______GPX7
1095,GRCh38______SHISAL2A
1096,GRCh38______COA7
1097,GRCh38______ZYG11B
1098,GRCh38______ZYG11A
1099,GRCh38______AC099677.4
1100,GRCh38______ECHDC2
1101,GRCh38______SCP2
1102,GRCh38______PODN
1103,GRCh38______AL445183.1
1104,GRCh38______SLC1A7
1105,GRCh38______AL445183.2
1106,GRCh38______CPT2
1107,GRCh38______AL606760.2
1108,GRCh38______CZIB
1109,GRCh38______AL606760.3
1110,GRCh38______MAGOH
1111,GRCh38______AL606760.1
1112,GRCh38______LRP8
1113,GRCh38______AL355483.3
1114,GRCh38______AL355483.1
1115,GRCh38______AL355483.2
1116,GRCh38______LINC01771
1117,GRCh38______AC119428.2
1118,GRCh38______AC119428.1
1119,GRCh38______LINC02812
1120,GRCh38______DMRTB1
1121,GRCh38______GLIS1
1122,GRCh38______NDC1
1123,GRCh38______YIPF1
1124,GRCh38______DIO1
1125,GRCh38______HSPB11
1126,GRCh38______LRRC42
1127,GRCh38______LDLRAD1
1128,GRCh38______TMEM59
1129,GRCh38______TCEANC2
1130,GRCh38______CDCP2
1131,GRCh38______AL357673.2
1132,GRCh38______CYB5RL
1133,GRCh38______MRPL37
1134,GRCh38______SSBP3
1135,GRCh38______SSBP3-AS1
1136,GRCh38______AL161644.1
1137,GRCh38______AL035415.1
1138,GRCh38______AC099796.2
1139,GRCh38______LINC02784
1140,GRCh38______ACOT11
1141,GRCh38______FAM151A
1142,GRCh38______AL590093.1
1143,GRCh38______MROH7
1144,GRCh38______TTC4
1145,GRCh38______PARS2
1146,GRCh38______TTC22
1147,GRCh38______AC096536.1
1148,GRCh38______LEXM
1149,GRCh38______DHCR24
1150,GRCh38______AC096536.3
1151,GRCh38______AC096536.2
1152,GRCh38______DHCR24-DT
1153,GRCh38______AL590440.2
1154,GRCh38______TMEM61
1155,GRCh38______AL590440.1
1156,GRCh38______BSND
1157,GRCh38______PCSK9
1158,GRCh38______USP24
1159,GRCh38______MIR4422HG
1160,GRCh38______AL603840.1
1161,GRCh38______LINC01755
1162,GRCh38______LINC01753
1163,GRCh38______AL353681.1
1164,GRCh38______AC119674.1
1165,GRCh38______LINC01767
1166,GRCh38______PLPP3
1167,GRCh38______PRKAA2
1168,GRCh38______FYB2
1169,GRCh38______AL360295.1
1170,GRCh38______C8A
1171,GRCh38______C8B
1172,GRCh38______AL161740.1
1173,GRCh38______DAB1
1174,GRCh38______AL390243.1
1175,GRCh38______DAB1-AS1
1176,GRCh38______AL445193.2
1177,GRCh38______OMA1
1178,GRCh38______AL035411.3
1179,GRCh38______TACSTD2
1180,GRCh38______MYSM1
1181,GRCh38______AL136985.3
1182,GRCh38______JUN
1183,GRCh38______LINC01135
1184,GRCh38______AL136985.2
1185,GRCh38______AL136985.1
1186,GRCh38______LINC02777
1187,GRCh38______LINC01358
1188,GRCh38______AL592431.2
1189,GRCh38______AL592431.1
1190,GRCh38______AC093425.1
1191,GRCh38______AC093424.1
1192,GRCh38______FGGY
1193,GRCh38______AL035416.1
1194,GRCh38______HOOK1
1195,GRCh38______CYP2J2
1196,GRCh38______C1orf87
1197,GRCh38______LINC02778
1198,GRCh38______LINC01748
1199,GRCh38______AC099792.1
1200,GRCh38______NFIA
1201,GRCh38______NFIA-AS2
1202,GRCh38______NFIA-AS1
1203,GRCh38______AC099791.3
1204,GRCh38______AC099791.4
1205,GRCh38______TM2D1
1206,GRCh38______AC099791.2
1207,GRCh38______PATJ
1208,GRCh38______L1TD1
1209,GRCh38______KANK4
1210,GRCh38______USP1
1211,GRCh38______DOCK7
1212,GRCh38______ANGPTL3
1213,GRCh38______AC103923.1
1214,GRCh38______ATG4C
1215,GRCh38______AC099794.1
1216,GRCh38______LINC01739
1217,GRCh38______AL162400.3
1218,GRCh38______AL162400.1
1219,GRCh38______AL162400.2
1220,GRCh38______AC096543.1
1221,GRCh38______LINC00466
1222,GRCh38______AC096543.2
1223,GRCh38______FOXD3-AS1
1224,GRCh38______FOXD3
1225,GRCh38______ALG6
1226,GRCh38______ITGB3BP
1227,GRCh38______BX004807.1
1228,GRCh38______EFCAB7
1229,GRCh38______DLEU2L
1230,GRCh38______PGM1
1231,GRCh38______ROR1
1232,GRCh38______ROR1-AS1
1233,GRCh38______AL445205.1
1234,GRCh38______UBE2U
1235,GRCh38______CACHD1
1236,GRCh38______RAVER2
1237,GRCh38______JAK1
1238,GRCh38______LINC01359
1239,GRCh38______AL357078.2
1240,GRCh38______AK4
1241,GRCh38______DNAJC6
1242,GRCh38______AL139294.1
1243,GRCh38______LEPROT
1244,GRCh38______LEPR
1245,GRCh38______AC119800.1
1246,GRCh38______AL513493.1
1247,GRCh38______PDE4B
1248,GRCh38______AL590783.1
1249,GRCh38______SGIP1
1250,GRCh38______AL139147.1
1251,GRCh38______TCTEX1D1
1252,GRCh38______INSL5
1253,GRCh38______WDR78
1254,GRCh38______AL592161.1
1255,GRCh38______MIER1
1256,GRCh38______SLC35D1
1257,GRCh38______C1orf141
1258,GRCh38______AL133320.2
1259,GRCh38______IL23R
1260,GRCh38______IL12RB2
1261,GRCh38______SERBP1
1262,GRCh38______LINC01702
1263,GRCh38______GADD45A
1264,GRCh38______GNG12
1265,GRCh38______GNG12-AS1
1266,GRCh38______DIRAS3
1267,GRCh38______WLS
1268,GRCh38______RPE65
1269,GRCh38______DEPDC1
1270,GRCh38______AL138789.1
1271,GRCh38______DEPDC1-AS1
1272,GRCh38______AL035412.1
1273,GRCh38______AL033530.1
1274,GRCh38______AL691520.1
1275,GRCh38______LINC01707
1276,GRCh38______LINC02791
1277,GRCh38______LINC01758
1278,GRCh38______AL359894.1
1279,GRCh38______LRRC7
1280,GRCh38______AL117353.1
1281,GRCh38______AL158840.1
1282,GRCh38______LRRC40
1283,GRCh38______SRSF11
1284,GRCh38______AL353771.1
1285,GRCh38______ANKRD13C
1286,GRCh38______HHLA3
1287,GRCh38______AL158839.1
1288,GRCh38______CTH
1289,GRCh38______AL354872.2
1290,GRCh38______LINC01788
1291,GRCh38______AL513285.1
1292,GRCh38______PTGER3
1293,GRCh38______AL031429.1
1294,GRCh38______AL031429.2
1295,GRCh38______ZRANB2-AS1
1296,GRCh38______ZRANB2
1297,GRCh38______ZRANB2-AS2
1298,GRCh38______NEGR1
1299,GRCh38______AL354949.1
1300,GRCh38______NEGR1-IT1
1301,GRCh38______AL513166.1
1302,GRCh38______AL583808.1
1303,GRCh38______LINC02796
1304,GRCh38______LINC02797
1305,GRCh38______LINC01360
1306,GRCh38______LINC02238
1307,GRCh38______AL591463.1
1308,GRCh38______LRRIQ3
1309,GRCh38______FPGT
1310,GRCh38______TNNI3K
1311,GRCh38______AC093158.1
1312,GRCh38______AC105271.1
1313,GRCh38______LRRC53
1314,GRCh38______ERICH3
1315,GRCh38______ERICH3-AS1
1316,GRCh38______AC135803.1
1317,GRCh38______CRYZ
1318,GRCh38______TYW3
1319,GRCh38______AC133865.1
1320,GRCh38______AC099786.3
1321,GRCh38______AC099786.1
1322,GRCh38______LHX8
1323,GRCh38______AC099786.2
1324,GRCh38______SLC44A5
1325,GRCh38______ACADM
1326,GRCh38______RABGGTB
1327,GRCh38______MSH4
1328,GRCh38______ASB17
1329,GRCh38______AC092813.1
1330,GRCh38______AC092813.2
1331,GRCh38______ST6GALNAC3
1332,GRCh38______AC104458.1
1333,GRCh38______LINC02567
1334,GRCh38______ST6GALNAC5
1335,GRCh38______AL035409.1
1336,GRCh38______PIGK
1337,GRCh38______AC093433.2
1338,GRCh38______AK5
1339,GRCh38______AC095030.1
1340,GRCh38______AC093575.1
1341,GRCh38______AC118549.1
1342,GRCh38______USP33
1343,GRCh38______MIGA1
1344,GRCh38______NEXN-AS1
1345,GRCh38______NEXN
1346,GRCh38______FUBP1
1347,GRCh38______DNAJB4
1348,GRCh38______GIPC2
1349,GRCh38______AC103591.3
1350,GRCh38______AC103591.4
1351,GRCh38______AC096531.2
1352,GRCh38______PTGFR
1353,GRCh38______IFI44L
1354,GRCh38______IFI44
1355,GRCh38______ADGRL4
1356,GRCh38______AL353651.2
1357,GRCh38______AL353651.1
1358,GRCh38______LINC02792
1359,GRCh38______AC099671.1
1360,GRCh38______AC098657.2
1361,GRCh38______AL606519.1
1362,GRCh38______AL136234.1
1363,GRCh38______LINC01781
1364,GRCh38______AC093154.1
1365,GRCh38______ADGRL2
1366,GRCh38______AL138799.2
1367,GRCh38______AL138799.4
1368,GRCh38______AC117944.1
1369,GRCh38______AL157944.1
1370,GRCh38______LINC01362
1371,GRCh38______LINC01361
1372,GRCh38______AC116099.1
1373,GRCh38______LINC01712
1374,GRCh38______LINC01725
1375,GRCh38______AL035706.1
1376,GRCh38______TTLL7
1377,GRCh38______TTLL7-IT1
1378,GRCh38______AC104454.2
1379,GRCh38______AL359504.2
1380,GRCh38______PRKACB
1381,GRCh38______SAMD13
1382,GRCh38______DNASE2B
1383,GRCh38______AL844170.1
1384,GRCh38______RPF1
1385,GRCh38______GNG5
1386,GRCh38______SPATA1
1387,GRCh38______CTBS
1388,GRCh38______AL359762.1
1389,GRCh38______AL359762.2
1390,GRCh38______LINC01555
1391,GRCh38______SSX2IP
1392,GRCh38______AC104169.1
1393,GRCh38______LPAR3
1394,GRCh38______MCOLN2
1395,GRCh38______WDR63
1396,GRCh38______MCOLN3
1397,GRCh38______SYDE2
1398,GRCh38______C1orf52
1399,GRCh38______BCL10
1400,GRCh38______AL078459.1
1401,GRCh38______DDAH1
1402,GRCh38______AL360219.1
1403,GRCh38______AC092807.3
1404,GRCh38______AC092807.2
1405,GRCh38______CCN1
1406,GRCh38______AC092807.1
1407,GRCh38______ZNHIT6
1408,GRCh38______COL24A1
1409,GRCh38______LINC02795
1410,GRCh38______ODF2L
1411,GRCh38______CLCA2
1412,GRCh38______CLCA1
1413,GRCh38______CLCA4
1414,GRCh38______CLCA4-AS1
1415,GRCh38______AL049597.2
1416,GRCh38______SH3GLB1
1417,GRCh38______AL355981.1
1418,GRCh38______SELENOF
1419,GRCh38______HS2ST1
1420,GRCh38______AL121989.1
1421,GRCh38______LINC01140
1422,GRCh38______LINC02801
1423,GRCh38______LMO4
1424,GRCh38______LINC01364
1425,GRCh38______PKN2-AS1
1426,GRCh38______AL445438.1
1427,GRCh38______PKN2
1428,GRCh38______GTF2B
1429,GRCh38______KYAT3
1430,GRCh38______RBMXL1
1431,GRCh38______GBP3
1432,GRCh38______GBP1
1433,GRCh38______GBP2
1434,GRCh38______AC104459.1
1435,GRCh38______GBP7
1436,GRCh38______GBP4
1437,GRCh38______AC099063.4
1438,GRCh38______GBP5
1439,GRCh38______AC099063.1
1440,GRCh38______GBP6
1441,GRCh38______AL596214.1
1442,GRCh38______LRRC8B
1443,GRCh38______LRRC8C-DT
1444,GRCh38______AC093423.2
1445,GRCh38______LRRC8C
1446,GRCh38______AC099568.1
1447,GRCh38______AC099568.2
1448,GRCh38______LRRC8D
1449,GRCh38______AL391497.1
1450,GRCh38______ZNF326
1451,GRCh38______AL161797.1
1452,GRCh38______AC098656.1
1453,GRCh38______AL627316.1
1454,GRCh38______LINC02787
1455,GRCh38______BARHL2
1456,GRCh38______AC092805.1
1457,GRCh38______LINC02609
1458,GRCh38______LINC02788
1459,GRCh38______LINC01763
1460,GRCh38______AC091614.1
1461,GRCh38______ZNF644
1462,GRCh38______HFM1
1463,GRCh38______CDC7
1464,GRCh38______TGFBR3
1465,GRCh38______BRDT
1466,GRCh38______EPHX4
1467,GRCh38______SETSIP
1468,GRCh38______BTBD8
1469,GRCh38______AC104836.1
1470,GRCh38______C1orf146
1471,GRCh38______GLMN
1472,GRCh38______RPAP2
1473,GRCh38______GFI1
1474,GRCh38______EVI5
1475,GRCh38______RPL5
1476,GRCh38______DIPK1A
1477,GRCh38______AC093577.1
1478,GRCh38______MTF2
1479,GRCh38______TMED5
1480,GRCh38______CCDC18
1481,GRCh38______CCDC18-AS1
1482,GRCh38______DR1
1483,GRCh38______FNBP1L
1484,GRCh38______BCAR3
1485,GRCh38______AL109613.1
1486,GRCh38______AL049796.1
1487,GRCh38______DNTTIP2
1488,GRCh38______GCLM
1489,GRCh38______ABCA4
1490,GRCh38______AC093579.1
1491,GRCh38______ARHGAP29
1492,GRCh38______ARHGAP29-AS1
1493,GRCh38______AC097059.1
1494,GRCh38______AC118469.2
1495,GRCh38______ABCD3
1496,GRCh38______F3
1497,GRCh38______AC093117.1
1498,GRCh38______SLC44A3
1499,GRCh38______CNN3
1500,GRCh38______AC105942.1
1501,GRCh38______ALG14
1502,GRCh38______AC095033.1
1503,GRCh38______TLCD4
1504,GRCh38______AC092802.3
1505,GRCh38______AC092802.1
1506,GRCh38______RWDD3
1507,GRCh38______AC092802.2
1508,GRCh38______AC092802.4
1509,GRCh38______LINC01760
1510,GRCh38______LINC01650
1511,GRCh38______AL445218.1
1512,GRCh38______LINC01761
1513,GRCh38______LINC02607
1514,GRCh38______AL683887.1
1515,GRCh38______LINC02790
1516,GRCh38______LINC01787
1517,GRCh38______PTBP2
1518,GRCh38______DPYD
1519,GRCh38______DPYD-AS1
1520,GRCh38______DPYD-IT1
1521,GRCh38______DPYD-AS2
1522,GRCh38______MIR137HG
1523,GRCh38______BX005019.1
1524,GRCh38______AC104453.1
1525,GRCh38______LINC01776
1526,GRCh38______SNX7
1527,GRCh38______PLPPR5
1528,GRCh38______AL445433.2
1529,GRCh38______PLPPR4
1530,GRCh38______LINC01708
1531,GRCh38______PALMD
1532,GRCh38______FRRS1
1533,GRCh38______AGL
1534,GRCh38______AC118553.1
1535,GRCh38______SLC35A3
1536,GRCh38______MFSD14A
1537,GRCh38______AC093019.2
1538,GRCh38______SASS6
1539,GRCh38______TRMT13
1540,GRCh38______LRRC39
1541,GRCh38______DBT
1542,GRCh38______AL445928.2
1543,GRCh38______RTCA-AS1
1544,GRCh38______RTCA
1545,GRCh38______AC104457.2
1546,GRCh38______CDC14A
1547,GRCh38______AL589990.1
1548,GRCh38______GPR88
1549,GRCh38______LINC01349
1550,GRCh38______AC099670.3
1551,GRCh38______VCAM1
1552,GRCh38______EXTL2
1553,GRCh38______AC104506.1
1554,GRCh38______SLC30A7
1555,GRCh38______DPH5
1556,GRCh38______AC093157.2
1557,GRCh38______AC093157.1
1558,GRCh38______AL109741.1
1559,GRCh38______S1PR1
1560,GRCh38______LINC01307
1561,GRCh38______LINC01709
1562,GRCh38______OLFM3
1563,GRCh38______AC114485.1
1564,GRCh38______AC099567.1
1565,GRCh38______COL11A1
1566,GRCh38______AC095032.2
1567,GRCh38______AC095032.1
1568,GRCh38______RNPC3
1569,GRCh38______AMY2B
1570,GRCh38______AMY2A
1571,GRCh38______AMY1A
1572,GRCh38______AMY1B
1573,GRCh38______AMY1C
1574,GRCh38______AL591888.1
1575,GRCh38______LINC01676
1576,GRCh38______LINC01677
1577,GRCh38______AL355306.2
1578,GRCh38______LINC01661
1579,GRCh38______PRMT6
1580,GRCh38______NTNG1
1581,GRCh38______VAV3
1582,GRCh38______VAV3-AS1
1583,GRCh38______LINC02785
1584,GRCh38______SLC25A24
1585,GRCh38______AL359258.2
1586,GRCh38______NBPF4
1587,GRCh38______AL359258.1
1588,GRCh38______AL390038.1
1589,GRCh38______NBPF6
1590,GRCh38______FAM102B
1591,GRCh38______HENMT1
1592,GRCh38______AL160171.1
1593,GRCh38______PRPF38B
1594,GRCh38______FNDC7
1595,GRCh38______AL591719.2
1596,GRCh38______STXBP3
1597,GRCh38______AKNAD1
1598,GRCh38______SPATA42
1599,GRCh38______GPSM2
1600,GRCh38______CLCC1
1601,GRCh38______WDR47
1602,GRCh38______TAF13
1603,GRCh38______AL356488.3
1604,GRCh38______TMEM167B
1605,GRCh38______AL356488.2
1606,GRCh38______C1orf194
1607,GRCh38______KIAA1324
1608,GRCh38______SARS
1609,GRCh38______CELSR2
1610,GRCh38______PSRC1
1611,GRCh38______MYBPHL
1612,GRCh38______SORT1
1613,GRCh38______PSMA5
1614,GRCh38______SYPL2
1615,GRCh38______ATXN7L2
1616,GRCh38______CYB561D1
1617,GRCh38______AMIGO1
1618,GRCh38______GPR61
1619,GRCh38______AL355310.3
1620,GRCh38______GNAI3
1621,GRCh38______AL355310.1
1622,GRCh38______GNAT2
1623,GRCh38______AMPD2
1624,GRCh38______AL355310.2
1625,GRCh38______GSTM4
1626,GRCh38______GSTM2
1627,GRCh38______GSTM1
1628,GRCh38______AC000032.1
1629,GRCh38______GSTM5
1630,GRCh38______AL158847.1
1631,GRCh38______GSTM3
1632,GRCh38______EPS8L3
1633,GRCh38______LINC01768
1634,GRCh38______AL450468.1
1635,GRCh38______AL450468.2
1636,GRCh38______CSF1
1637,GRCh38______AHCYL1
1638,GRCh38______STRIP1
1639,GRCh38______AL160006.1
1640,GRCh38______ALX3
1641,GRCh38______LINC01397
1642,GRCh38______UBL4B
1643,GRCh38______SLC6A17
1644,GRCh38______AL355990.1
1645,GRCh38______AL355990.2
1646,GRCh38______LINC02586
1647,GRCh38______KCNC4
1648,GRCh38______RBM15-AS1
1649,GRCh38______RBM15
1650,GRCh38______LAMTOR5-AS1
1651,GRCh38______SLC16A4
1652,GRCh38______AL355488.1
1653,GRCh38______LAMTOR5
1654,GRCh38______PROK1
1655,GRCh38______AL358215.1
1656,GRCh38______AL358215.2
1657,GRCh38______CYMP-AS1
1658,GRCh38______KCNA10
1659,GRCh38______KCNA2
1660,GRCh38______AL365361.1
1661,GRCh38______KCNA3
1662,GRCh38______CD53
1663,GRCh38______AL360270.2
1664,GRCh38______AL360270.1
1665,GRCh38______LRIF1
1666,GRCh38______AL360270.3
1667,GRCh38______DRAM2
1668,GRCh38______CEPT1
1669,GRCh38______AL355816.1
1670,GRCh38______AL355816.2
1671,GRCh38______DENND2D
1672,GRCh38______CHI3L2
1673,GRCh38______CHIA
1674,GRCh38______AL356387.1
1675,GRCh38______PIFO
1676,GRCh38______OVGP1
1677,GRCh38______AL390195.2
1678,GRCh38______AL390195.1
1679,GRCh38______WDR77
1680,GRCh38______ATP5PB
1681,GRCh38______C1orf162
1682,GRCh38______TMIGD3
1683,GRCh38______ADORA3
1684,GRCh38______RAP1A
1685,GRCh38______LINC01160
1686,GRCh38______INKA2
1687,GRCh38______INKA2-AS1
1688,GRCh38______AL049557.1
1689,GRCh38______DDX20
1690,GRCh38______KCND3
1691,GRCh38______KCND3-IT1
1692,GRCh38______KCND3-AS1
1693,GRCh38______LINC01750
1694,GRCh38______AL445426.1
1695,GRCh38______CTTNBP2NL
1696,GRCh38______WNT2B
1697,GRCh38______AL354760.1
1698,GRCh38______ST7L
1699,GRCh38______CAPZA1
1700,GRCh38______MOV10
1701,GRCh38______AL603832.1
1702,GRCh38______RHOC
1703,GRCh38______PPM1J
1704,GRCh38______AL603832.2
1705,GRCh38______TAFA3
1706,GRCh38______LINC01356
1707,GRCh38______LINC01357
1708,GRCh38______SLC16A1
1709,GRCh38______SLC16A1-AS1
1710,GRCh38______AL390242.1
1711,GRCh38______LRIG2-DT
1712,GRCh38______LRIG2
1713,GRCh38______MAGI3
1714,GRCh38______PHTF1
1715,GRCh38______RSBN1
1716,GRCh38______AL137856.1
1717,GRCh38______PTPN22
1718,GRCh38______AP4B1-AS1
1719,GRCh38______BCL2L15
1720,GRCh38______AP4B1
1721,GRCh38______DCLRE1B
1722,GRCh38______HIPK1-AS1
1723,GRCh38______HIPK1
1724,GRCh38______OLFML3
1725,GRCh38______AL591742.2
1726,GRCh38______SYT6
1727,GRCh38______AL121999.1
1728,GRCh38______TRIM33
1729,GRCh38______BCAS2
1730,GRCh38______DENND2C
1731,GRCh38______AMPD1
1732,GRCh38______NRAS
1733,GRCh38______CSDE1
1734,GRCh38______SIKE1
1735,GRCh38______SYCP1
1736,GRCh38______TSHB
1737,GRCh38______TSPAN2
1738,GRCh38______LINC01765
1739,GRCh38______AL049825.1
1740,GRCh38______NGF-AS1
1741,GRCh38______NGF
1742,GRCh38______AL512638.3
1743,GRCh38______VANGL1
1744,GRCh38______CASQ2
1745,GRCh38______NHLH2
1746,GRCh38______LINC01649
1747,GRCh38______SLC22A15
1748,GRCh38______AL365318.1
1749,GRCh38______MAB21L3
1750,GRCh38______LINC01779
1751,GRCh38______AL355538.1
1752,GRCh38______ATP1A1
1753,GRCh38______ATP1A1-AS1
1754,GRCh38______LINC01762
1755,GRCh38______AL136376.1
1756,GRCh38______AL390066.1
1757,GRCh38______AL390066.2
1758,GRCh38______CD58
1759,GRCh38______IGSF3
1760,GRCh38______C1orf137
1761,GRCh38______CD2
1762,GRCh38______AL157904.1
1763,GRCh38______PTGFRN
1764,GRCh38______CD101
1765,GRCh38______AL445231.1
1766,GRCh38______TTF2
1767,GRCh38______TRIM45
1768,GRCh38______VTCN1
1769,GRCh38______LINC01525
1770,GRCh38______AL358072.1
1771,GRCh38______MAN1A2
1772,GRCh38______AL157902.1
1773,GRCh38______TENT5C
1774,GRCh38______GDAP2
1775,GRCh38______WDR3
1776,GRCh38______SPAG17
1777,GRCh38______AL391557.1
1778,GRCh38______TBX15
1779,GRCh38______AL139420.1
1780,GRCh38______AL139420.2
1781,GRCh38______WARS2
1782,GRCh38______WARS2-IT1
1783,GRCh38______WARS2-AS1
1784,GRCh38______AL359915.1
1785,GRCh38______LINC01780
1786,GRCh38______HAO2
1787,GRCh38______HAO2-IT1
1788,GRCh38______HSD3B2
1789,GRCh38______HSD3B1
1790,GRCh38______LINC00622
1791,GRCh38______ZNF697
1792,GRCh38______PHGDH
1793,GRCh38______HMGCS2
1794,GRCh38______REG4
1795,GRCh38______ADAM30
1796,GRCh38______NOTCH2
1797,GRCh38______AC245008.1
1798,GRCh38______SEC22B
1799,GRCh38______AC253572.1
1800,GRCh38______NBPF26
1801,GRCh38______AC253572.2
1802,GRCh38______PPIAL4A
1803,GRCh38______LINC00623
1804,GRCh38______FCGR1B
1805,GRCh38______AC244453.3
1806,GRCh38______AC244453.2
1807,GRCh38______AC244453.1
1808,GRCh38______FAM72B
1809,GRCh38______SRGAP2C
1810,GRCh38______SRGAP2-AS1
1811,GRCh38______LINC02798
1812,GRCh38______AL592494.1
1813,GRCh38______AL592494.2
1814,GRCh38______LINC01691
1815,GRCh38______LINC02799
1816,GRCh38______AC239800.2
1817,GRCh38______LINC02591
1818,GRCh38______HIST2H3PS2
1819,GRCh38______AC246680.1
1820,GRCh38______FAM72C
1821,GRCh38______IGKV1OR1-1
1822,GRCh38______LINC02802
1823,GRCh38______PPIAL4E
1824,GRCh38______AC246785.3
