,Gene_MEND52
966,GRCh38__CYP4B1
967,GRCh38__CYP4A11
968,GRCh38__CYP4X1
969,GRCh38__CYP4Z1
970,GRCh38__CYP4A22-AS1
971,GRCh38__CYP4A22
972,GRCh38__LINC00853
973,GRCh38__PDZK1IP1
974,GRCh38__TAL1
975,GRCh38__AL135960.1
976,GRCh38__STIL
977,GRCh38__CMPK1
978,GRCh38__LINC01389
979,GRCh38__FOXE3
980,GRCh38__FOXD2-AS1
981,GRCh38__FOXD2
982,GRCh38__LINC01738
983,GRCh38__TRABD2B
984,GRCh38__AL691459.1
985,GRCh38__AC096541.1
986,GRCh38__AL356289.1
987,GRCh38__AL356289.2
988,GRCh38__AL109659.1
989,GRCh38__SLC5A9
990,GRCh38__AL109659.2
991,GRCh38__SPATA6
992,GRCh38__AGBL4
993,GRCh38__BEND5
994,GRCh38__AC099788.1
995,GRCh38__AL590432.1
996,GRCh38__ELAVL4
997,GRCh38__AL592182.2
998,GRCh38__AL592182.1
999,GRCh38__AL596275.2
1000,GRCh38__AL592182.3
1001,GRCh38__DMRTA2
1002,GRCh38__FAF1
1003,GRCh38__AL049637.1
1004,GRCh38__CDKN2C
1005,GRCh38__C1orf185
1006,GRCh38__LINC01562
1007,GRCh38__RNF11
1008,GRCh38__AL162430.2
1009,GRCh38__TTC39A
1010,GRCh38__TTC39A-AS1
1011,GRCh38__EPS15
1012,GRCh38__AC104170.2
1013,GRCh38__AC104170.1
1014,GRCh38__OSBPL9
1015,GRCh38__NRDC
1016,GRCh38__AL050343.1
1017,GRCh38__AL050343.2
1018,GRCh38__RAB3B
1019,GRCh38__TXNDC12
1020,GRCh38__KTI12
1021,GRCh38__AL445685.1
1022,GRCh38__TXNDC12-AS1
1023,GRCh38__BTF3L4
1024,GRCh38__ZFYVE9
1025,GRCh38__CC2D1B
1026,GRCh38__AL513218.1
1027,GRCh38__ORC1
1028,GRCh38__PRPF38A
1029,GRCh38__TUT4
1030,GRCh38__AL591167.1
1031,GRCh38__GPX7
1032,GRCh38__SHISAL2A
1033,GRCh38__COA7
1034,GRCh38__ZYG11B
1035,GRCh38__ZYG11A
1036,GRCh38__AC099677.4
1037,GRCh38__ECHDC2
1038,GRCh38__SCP2
1039,GRCh38__PODN
1040,GRCh38__AL445183.1
1041,GRCh38__SLC1A7
1042,GRCh38__AL445183.2
1043,GRCh38__CPT2
1044,GRCh38__AL606760.2
1045,GRCh38__C1orf123
1046,GRCh38__AL606760.3
1047,GRCh38__MAGOH
1048,GRCh38__AL606760.1
1049,GRCh38__LRP8
1050,GRCh38__AL355483.4
1051,GRCh38__AL355483.2
1052,GRCh38__AL355483.3
1053,GRCh38__LINC01771
1054,GRCh38__AC119428.1
1055,GRCh38__AC119428.2
1056,GRCh38__DMRTB1
1057,GRCh38__GLIS1
1058,GRCh38__NDC1
1059,GRCh38__YIPF1
1060,GRCh38__DIO1
1061,GRCh38__HSPB11
1062,GRCh38__LRRC42
1063,GRCh38__LDLRAD1
1064,GRCh38__TMEM59
1065,GRCh38__TCEANC2
1066,GRCh38__AL357673.1
1067,GRCh38__CDCP2
1068,GRCh38__AL357673.2
1069,GRCh38__CYB5RL
1070,GRCh38__MRPL37
1071,GRCh38__SSBP3
1072,GRCh38__SSBP3-AS1
1073,GRCh38__AL161644.1
1074,GRCh38__AL035415.1
1075,GRCh38__AC099796.1
1076,GRCh38__ACOT11
1077,GRCh38__FAM151A
1078,GRCh38__MROH7
1079,GRCh38__MROH7-TTC4
1080,GRCh38__TTC4
1081,GRCh38__PARS2
1082,GRCh38__TTC22
1083,GRCh38__AC096536.2
1084,GRCh38__LEXM
1085,GRCh38__DHCR24
1086,GRCh38__AC096536.3
1087,GRCh38__AC096536.1
1088,GRCh38__TMEM61
1089,GRCh38__AL590440.1
1090,GRCh38__BSND
1091,GRCh38__PCSK9
1092,GRCh38__USP24
1093,GRCh38__MIR4422HG
1094,GRCh38__AL603840.1
1095,GRCh38__LINC01753
1096,GRCh38__LINC01755
1097,GRCh38__AL353681.1
1098,GRCh38__AC119674.1
1099,GRCh38__AC119674.2
1100,GRCh38__LINC01767
1101,GRCh38__PLPP3
1102,GRCh38__PRKAA2
1103,GRCh38__FYB2
1104,GRCh38__AL360295.1
1105,GRCh38__C8A
1106,GRCh38__C8B
1107,GRCh38__AL161740.1
1108,GRCh38__DAB1
1109,GRCh38__AL390243.1
1110,GRCh38__DAB1-AS1
1111,GRCh38__AL445193.2
1112,GRCh38__OMA1
1113,GRCh38__TACSTD2
1114,GRCh38__MYSM1
1115,GRCh38__AL136985.3
1116,GRCh38__JUN
1117,GRCh38__LINC01135
1118,GRCh38__AL136985.2
1119,GRCh38__AL136985.1
1120,GRCh38__AC105277.1
1121,GRCh38__LINC01358
1122,GRCh38__AL592431.2
1123,GRCh38__AL592431.1
1124,GRCh38__AC093424.1
1125,GRCh38__FGGY
1126,GRCh38__AL035416.1
1127,GRCh38__HOOK1
1128,GRCh38__CYP2J2
1129,GRCh38__C1orf87
1130,GRCh38__AC097066.1
1131,GRCh38__LINC01748
1132,GRCh38__AC099792.1
1133,GRCh38__NFIA
1134,GRCh38__NFIA-AS2
1135,GRCh38__AC099791.3
1136,GRCh38__TM2D1
1137,GRCh38__AC099791.2
1138,GRCh38__PATJ
1139,GRCh38__L1TD1
1140,GRCh38__KANK4
1141,GRCh38__USP1
1142,GRCh38__DOCK7
1143,GRCh38__ANGPTL3
1144,GRCh38__AC103923.1
1145,GRCh38__ATG4C
1146,GRCh38__AC099794.1
1147,GRCh38__LINC01739
1148,GRCh38__AL162400.1
1149,GRCh38__AL162400.2
1150,GRCh38__AC096543.1
1151,GRCh38__AC096543.2
1152,GRCh38__FOXD3-AS1
1153,GRCh38__FOXD3
1154,GRCh38__ALG6
1155,GRCh38__ITGB3BP
1156,GRCh38__EFCAB7
1157,GRCh38__PGM1
1158,GRCh38__ROR1
1159,GRCh38__ROR1-AS1
1160,GRCh38__AL445205.1
1161,GRCh38__UBE2U
1162,GRCh38__CACHD1
1163,GRCh38__RAVER2
1164,GRCh38__JAK1
1165,GRCh38__AL357078.3
1166,GRCh38__AL357078.1
1167,GRCh38__AK4
1168,GRCh38__DNAJC6
1169,GRCh38__AL139294.1
1170,GRCh38__LEPROT
1171,GRCh38__LEPR
1172,GRCh38__AL513493.1
1173,GRCh38__PDE4B
1174,GRCh38__AL590783.1
1175,GRCh38__SGIP1
1176,GRCh38__AL139147.1
1177,GRCh38__TCTEX1D1
1178,GRCh38__INSL5
1179,GRCh38__WDR78
1180,GRCh38__AL592161.1
1181,GRCh38__MIER1
1182,GRCh38__SLC35D1
1183,GRCh38__C1orf141
1184,GRCh38__IL23R
1185,GRCh38__IL12RB2
1186,GRCh38__SERBP1
1187,GRCh38__LINC01702
1188,GRCh38__GADD45A
1189,GRCh38__GNG12
1190,GRCh38__GNG12-AS1
1191,GRCh38__DIRAS3
1192,GRCh38__WLS
1193,GRCh38__RPE65
1194,GRCh38__DEPDC1
1195,GRCh38__AL138789.1
1196,GRCh38__DEPDC1-AS1
1197,GRCh38__AL035412.1
1198,GRCh38__AL033530.1
1199,GRCh38__AL691520.1
1200,GRCh38__LINC01707
1201,GRCh38__AL512271.1
1202,GRCh38__LINC01758
1203,GRCh38__LRRC7
1204,GRCh38__AL158840.1
1205,GRCh38__LRRC40
1206,GRCh38__SRSF11
1207,GRCh38__AL353771.1
1208,GRCh38__ANKRD13C
1209,GRCh38__HHLA3
1210,GRCh38__AL158839.1
1211,GRCh38__CTH
1212,GRCh38__AL354872.2
1213,GRCh38__LINC01788
1214,GRCh38__AL513285.1
1215,GRCh38__PTGER3
1216,GRCh38__AL031429.1
1217,GRCh38__ZRANB2-AS1
1218,GRCh38__ZRANB2
1219,GRCh38__NEGR1
1220,GRCh38__AL354949.1
1221,GRCh38__AL583808.1
1222,GRCh38__AL583808.2
1223,GRCh38__LINC01360
1224,GRCh38__LINC02238
1225,GRCh38__LRRIQ3
1226,GRCh38__FPGT
1227,GRCh38__FPGT-TNNI3K
1228,GRCh38__TNNI3K
1229,GRCh38__AC093158.1
1230,GRCh38__AC105271.1
1231,GRCh38__LRRC53
1232,GRCh38__ERICH3
1233,GRCh38__ERICH3-AS1
1234,GRCh38__AC135803.1
1235,GRCh38__CRYZ
1236,GRCh38__TYW3
1237,GRCh38__AC133865.1
1238,GRCh38__AC099786.3
1239,GRCh38__AC099786.1
1240,GRCh38__LHX8
1241,GRCh38__AC099786.2
1242,GRCh38__SLC44A5
1243,GRCh38__AL357314.1
1244,GRCh38__ACADM
1245,GRCh38__RABGGTB
1246,GRCh38__MSH4
1247,GRCh38__ASB17
1248,GRCh38__AC092813.1
1249,GRCh38__AC092813.2
1250,GRCh38__ST6GALNAC3
1251,GRCh38__AC104458.1
1252,GRCh38__LINC02567
1253,GRCh38__ST6GALNAC5
1254,GRCh38__AL035409.1
1255,GRCh38__PIGK
1256,GRCh38__AK5
1257,GRCh38__AC095030.1
1258,GRCh38__AC118549.1
1259,GRCh38__USP33
1260,GRCh38__MIGA1
1261,GRCh38__NEXN-AS1
1262,GRCh38__NEXN
1263,GRCh38__FUBP1
1264,GRCh38__DNAJB4
1265,GRCh38__GIPC2
1266,GRCh38__AC103591.3
1267,GRCh38__PTGFR
1268,GRCh38__IFI44L
1269,GRCh38__IFI44
1270,GRCh38__ADGRL4
1271,GRCh38__AL353651.2
1272,GRCh38__AL353651.1
1273,GRCh38__AL353651.3
1274,GRCh38__AC099671.1
1275,GRCh38__AC098657.2
1276,GRCh38__AL606519.1
1277,GRCh38__AL136234.1
1278,GRCh38__LINC01781
1279,GRCh38__AC093154.1
1280,GRCh38__ADGRL2
1281,GRCh38__AL138799.4
1282,GRCh38__AC117944.1
1283,GRCh38__AC093580.1
1284,GRCh38__LINC01362
1285,GRCh38__LINC01361
1286,GRCh38__LINC01712
1287,GRCh38__LINC01725
1288,GRCh38__AL035706.1
1289,GRCh38__TTLL7
1290,GRCh38__AC104454.2
1291,GRCh38__AL359504.2
1292,GRCh38__PRKACB
1293,GRCh38__SAMD13
1294,GRCh38__DNASE2B
1295,GRCh38__AL844170.1
1296,GRCh38__RPF1
1297,GRCh38__GNG5
1298,GRCh38__SPATA1
1299,GRCh38__CTBS
1300,GRCh38__AL359762.2
1301,GRCh38__LINC01555
1302,GRCh38__SSX2IP
1303,GRCh38__AC104169.1
1304,GRCh38__LPAR3
1305,GRCh38__MCOLN2
1306,GRCh38__WDR63
1307,GRCh38__MCOLN3
1308,GRCh38__SYDE2
1309,GRCh38__C1orf52
1310,GRCh38__BCL10
1311,GRCh38__AL078459.1
1312,GRCh38__DDAH1
1313,GRCh38__AL360219.1
1314,GRCh38__AC092807.3
1315,GRCh38__AC092807.2
1316,GRCh38__CYR61
1317,GRCh38__AC092807.1
1318,GRCh38__ZNHIT6
1319,GRCh38__COL24A1
1320,GRCh38__AL136382.1
1321,GRCh38__ODF2L
1322,GRCh38__CLCA2
1323,GRCh38__CLCA1
1324,GRCh38__CLCA4
1325,GRCh38__AL356270.1
1326,GRCh38__AL049597.2
1327,GRCh38__SH3GLB1
1328,GRCh38__AL355981.1
1329,GRCh38__SELENOF
1330,GRCh38__HS2ST1
1331,GRCh38__AL121989.1
1332,GRCh38__AC093155.3
1333,GRCh38__LINC01140
1334,GRCh38__AC099062.1
1335,GRCh38__LMO4
1336,GRCh38__LINC01364
1337,GRCh38__PKN2-AS1
1338,GRCh38__PKN2
1339,GRCh38__GTF2B
1340,GRCh38__KYAT3
1341,GRCh38__RBMXL1
1342,GRCh38__GBP3
1343,GRCh38__GBP1
1344,GRCh38__GBP2
1345,GRCh38__GBP7
1346,GRCh38__GBP4
1347,GRCh38__AC099063.4
1348,GRCh38__GBP5
1349,GRCh38__AC099063.1
1350,GRCh38__GBP6
1351,GRCh38__LRRC8B
1352,GRCh38__LRRC8C-DT
1353,GRCh38__LRRC8C
1354,GRCh38__AC093423.3
1355,GRCh38__AC099568.2
1356,GRCh38__LRRC8D
1357,GRCh38__AL391497.1
1358,GRCh38__ZNF326
1359,GRCh38__AC092783.1
1360,GRCh38__BARHL2
1361,GRCh38__LINC01763
1362,GRCh38__AC091614.1
1363,GRCh38__ZNF644
1364,GRCh38__HFM1
1365,GRCh38__CDC7
1366,GRCh38__TGFBR3
1367,GRCh38__BRDT
1368,GRCh38__EPHX4
1369,GRCh38__SETSIP
1370,GRCh38__BTBD8
1371,GRCh38__AC104836.1
1372,GRCh38__C1orf146
1373,GRCh38__GLMN
1374,GRCh38__RPAP2
1375,GRCh38__GFI1
1376,GRCh38__EVI5
1377,GRCh38__RPL5
1378,GRCh38__FAM69A
1379,GRCh38__MTF2
1380,GRCh38__TMED5
1381,GRCh38__CCDC18
1382,GRCh38__DR1
1383,GRCh38__FNBP1L
1384,GRCh38__BCAR3
1385,GRCh38__AL109613.1
1386,GRCh38__DNTTIP2
1387,GRCh38__GCLM
1388,GRCh38__ABCA4
1389,GRCh38__AC093579.1
1390,GRCh38__ARHGAP29
1391,GRCh38__AC097059.1
1392,GRCh38__AC097059.2
1393,GRCh38__ABCD3
1394,GRCh38__F3
1395,GRCh38__AC093117.1
1396,GRCh38__SLC44A3
1397,GRCh38__CNN3
1398,GRCh38__AC105942.1
1399,GRCh38__ALG14
1400,GRCh38__AC095033.1
1401,GRCh38__TMEM56
1402,GRCh38__TMEM56-RWDD3
1403,GRCh38__AC092802.1
1404,GRCh38__RWDD3
1405,GRCh38__AC092802.2
1406,GRCh38__LINC01760
1407,GRCh38__LINC01650
1408,GRCh38__AL445218.1
1409,GRCh38__LINC01761
1410,GRCh38__AL356479.1
1411,GRCh38__AL683887.1
1412,GRCh38__AC099566.1
1413,GRCh38__LINC01787
1414,GRCh38__PTBP2
1415,GRCh38__DPYD
1416,GRCh38__DPYD-AS1
1417,GRCh38__DPYD-AS2
1418,GRCh38__MIR137HG
1419,GRCh38__BX005019.1
1420,GRCh38__LINC01776
1421,GRCh38__SNX7
1422,GRCh38__PLPPR5
1423,GRCh38__AL445433.2
1424,GRCh38__PLPPR4
1425,GRCh38__LINC01708
1426,GRCh38__PALMD
1427,GRCh38__FRRS1
1428,GRCh38__AGL
1429,GRCh38__AC118553.1
1430,GRCh38__SLC35A3
1431,GRCh38__AC118553.2
1432,GRCh38__MFSD14A
1433,GRCh38__AC093019.2
1434,GRCh38__SASS6
1435,GRCh38__TRMT13
1436,GRCh38__LRRC39
1437,GRCh38__DBT
1438,GRCh38__RTCA-AS1
1439,GRCh38__RTCA
1440,GRCh38__AC104457.2
1441,GRCh38__CDC14A
1442,GRCh38__AL589990.1
1443,GRCh38__GPR88
1444,GRCh38__LINC01349
1445,GRCh38__VCAM1
1446,GRCh38__EXTL2
1447,GRCh38__AC104506.1
1448,GRCh38__SLC30A7
1449,GRCh38__DPH5
1450,GRCh38__AC093157.2
1451,GRCh38__AC093157.1
1452,GRCh38__AL109741.1
1453,GRCh38__S1PR1
1454,GRCh38__LINC01307
1455,GRCh38__LINC01709
1456,GRCh38__OLFM3
1457,GRCh38__AC114485.1
1458,GRCh38__AC099567.1
1459,GRCh38__COL11A1
1460,GRCh38__AC095032.2
1461,GRCh38__RNPC3
1462,GRCh38__AMY2B
1463,GRCh38__AMY2A
1464,GRCh38__AMY1A
1465,GRCh38__AMY1B
1466,GRCh38__AMY1C
1467,GRCh38__LINC01676
1468,GRCh38__LINC01677
1469,GRCh38__AL355306.2
1470,GRCh38__LINC01661
1471,GRCh38__PRMT6
1472,GRCh38__NTNG1
1473,GRCh38__VAV3
1474,GRCh38__VAV3-AS1
1475,GRCh38__AL390036.1
1476,GRCh38__SLC25A24
1477,GRCh38__AL359258.2
1478,GRCh38__NBPF4
1479,GRCh38__AL359258.1
1480,GRCh38__AL390038.1
1481,GRCh38__NBPF6
1482,GRCh38__FAM102B
1483,GRCh38__HENMT1
1484,GRCh38__PRPF38B
1485,GRCh38__FNDC7
1486,GRCh38__AL591719.2
1487,GRCh38__STXBP3
1488,GRCh38__AKNAD1
1489,GRCh38__AL449266.1
1490,GRCh38__SPATA42
1491,GRCh38__GPSM2
1492,GRCh38__CLCC1
1493,GRCh38__WDR47
1494,GRCh38__TAF13
1495,GRCh38__AL356488.3
1496,GRCh38__TMEM167B
1497,GRCh38__AL356488.2
1498,GRCh38__C1orf194
1499,GRCh38__KIAA1324
1500,GRCh38__SARS
1501,GRCh38__CELSR2
1502,GRCh38__PSRC1
1503,GRCh38__MYBPHL
1504,GRCh38__SORT1
1505,GRCh38__PSMA5
1506,GRCh38__SYPL2
1507,GRCh38__ATXN7L2
1508,GRCh38__CYB561D1
1509,GRCh38__AMIGO1
1510,GRCh38__GPR61
1511,GRCh38__AL355310.3
1512,GRCh38__GNAI3
1513,GRCh38__GNAT2
1514,GRCh38__AMPD2
1515,GRCh38__AL355310.2
1516,GRCh38__GSTM4
1517,GRCh38__GSTM2
1518,GRCh38__GSTM1
1519,GRCh38__AC000032.1
1520,GRCh38__GSTM5
1521,GRCh38__AL158847.1
1522,GRCh38__GSTM3
1523,GRCh38__EPS8L3
1524,GRCh38__LINC01768
1525,GRCh38__AL450468.1
1526,GRCh38__AL450468.2
1527,GRCh38__CSF1
1528,GRCh38__AHCYL1
1529,GRCh38__STRIP1
1530,GRCh38__AL160006.1
1531,GRCh38__ALX3
1532,GRCh38__LINC01397
1533,GRCh38__UBL4B
1534,GRCh38__SLC6A17
1535,GRCh38__AL355990.1
1536,GRCh38__AL355990.2
1537,GRCh38__LINC02586
1538,GRCh38__KCNC4
1539,GRCh38__RBM15-AS1
1540,GRCh38__RBM15
1541,GRCh38__SLC16A4
1542,GRCh38__AL355488.1
1543,GRCh38__LAMTOR5
1544,GRCh38__PROK1
1545,GRCh38__AL358215.1
1546,GRCh38__AL358215.2
1547,GRCh38__CYMP-AS1
1548,GRCh38__KCNA10
1549,GRCh38__KCNA2
1550,GRCh38__AL365361.1
1551,GRCh38__KCNA3
1552,GRCh38__CD53
1553,GRCh38__AL360270.1
1554,GRCh38__LRIF1
1555,GRCh38__AL360270.3
1556,GRCh38__DRAM2
1557,GRCh38__CEPT1
1558,GRCh38__AL355816.1
1559,GRCh38__AL355816.2
1560,GRCh38__DENND2D
1561,GRCh38__CHI3L2
1562,GRCh38__CHIA
1563,GRCh38__AL356387.1
1564,GRCh38__PIFO
1565,GRCh38__OVGP1
1566,GRCh38__WDR77
1567,GRCh38__ATP5PB
1568,GRCh38__C1orf162
1569,GRCh38__TMIGD3
1570,GRCh38__ADORA3
1571,GRCh38__RAP1A
1572,GRCh38__LINC01160
1573,GRCh38__INKA2
1574,GRCh38__AL049557.1
1575,GRCh38__DDX20
1576,GRCh38__KCND3
1577,GRCh38__KCND3-AS1
1578,GRCh38__LINC01750
1579,GRCh38__AL445426.1
1580,GRCh38__CTTNBP2NL
1581,GRCh38__WNT2B
1582,GRCh38__AL354760.1
1583,GRCh38__ST7L
1584,GRCh38__CAPZA1
1585,GRCh38__MOV10
1586,GRCh38__AL603832.1
1587,GRCh38__RHOC
1588,GRCh38__AL603832.3
1589,GRCh38__PPM1J
1590,GRCh38__AL603832.2
1591,GRCh38__FAM19A3
1592,GRCh38__LINC01356
1593,GRCh38__AL390729.1
1594,GRCh38__SLC16A1
1595,GRCh38__SLC16A1-AS1
1596,GRCh38__AL357055.3
1597,GRCh38__LRIG2
1598,GRCh38__MAGI3
1599,GRCh38__PHTF1
1600,GRCh38__RSBN1
1601,GRCh38__AL137856.1
1602,GRCh38__PTPN22
1603,GRCh38__AP4B1-AS1
1604,GRCh38__BCL2L15
1605,GRCh38__AP4B1
1606,GRCh38__DCLRE1B
1607,GRCh38__HIPK1-AS1
1608,GRCh38__HIPK1
1609,GRCh38__OLFML3
1610,GRCh38__SYT6
1611,GRCh38__AL121999.1
1612,GRCh38__TRIM33
1613,GRCh38__BCAS2
1614,GRCh38__DENND2C
1615,GRCh38__AMPD1
1616,GRCh38__NRAS
1617,GRCh38__CSDE1
1618,GRCh38__SIKE1
1619,GRCh38__SYCP1
1620,GRCh38__TSHB
1621,GRCh38__TSPAN2
1622,GRCh38__LINC01765
1623,GRCh38__AL512638.2
1624,GRCh38__NGF
1625,GRCh38__VANGL1
1626,GRCh38__CASQ2
1627,GRCh38__NHLH2
1628,GRCh38__LINC01649
1629,GRCh38__SLC22A15
1630,GRCh38__AL365318.1
1631,GRCh38__MAB21L3
1632,GRCh38__LINC01779
1633,GRCh38__ATP1A1
1634,GRCh38__LINC01762
1635,GRCh38__AL136376.1
1636,GRCh38__AL390066.1
1637,GRCh38__CD58
1638,GRCh38__IGSF3
1639,GRCh38__C1orf137
1640,GRCh38__CD2
1641,GRCh38__AL157904.1
1642,GRCh38__PTGFRN
1643,GRCh38__CD101
1644,GRCh38__AL445231.1
1645,GRCh38__TTF2
1646,GRCh38__TRIM45
1647,GRCh38__VTCN1
1648,GRCh38__LINC01525
1649,GRCh38__AL358072.1
1650,GRCh38__MAN1A2
1651,GRCh38__AL157902.1
1652,GRCh38__TENT5C
1653,GRCh38__GDAP2
1654,GRCh38__WDR3
1655,GRCh38__SPAG17
1656,GRCh38__TBX15
1657,GRCh38__AL139420.1
1658,GRCh38__AL139420.2
1659,GRCh38__WARS2
1660,GRCh38__WARS2-IT1
1661,GRCh38__AL359915.2
1662,GRCh38__AL359915.1
1663,GRCh38__LINC01780
1664,GRCh38__HAO2
1665,GRCh38__HSD3B2
1666,GRCh38__HSD3B1
1667,GRCh38__ZNF697
1668,GRCh38__PHGDH
1669,GRCh38__HMGCS2
1670,GRCh38__REG4
1671,GRCh38__ADAM30
1672,GRCh38__NOTCH2
1673,GRCh38__AC245008.1
1674,GRCh38__SEC22B
1675,GRCh38__NBPF26
1676,GRCh38__PPIAL4A
1677,GRCh38__LINC00623
1678,GRCh38__FCGR1B
1679,GRCh38__AC244453.3
1680,GRCh38__AC244453.2
1681,GRCh38__AC244453.1
1682,GRCh38__FAM72B
1683,GRCh38__SRGAP2C
1684,GRCh38__SRGAP2-AS1
1685,GRCh38__AC244021.1
1686,GRCh38__AC244021.2
1687,GRCh38__AL592494.1
1688,GRCh38__AL592494.3
1689,GRCh38__LINC01691
1690,GRCh38__AC239859.3
1691,GRCh38__AC239800.2
1692,GRCh38__AC239800.3
1693,GRCh38__AC239798.2
1694,GRCh38__AC246680.1
1695,GRCh38__HIST2H3PS2
1696,GRCh38__FAM72C
1697,GRCh38__IGKV1OR1-1
1698,GRCh38__AC245595.1
1699,GRCh38__PPIAL4E
1700,GRCh38__AC246785.3
1701,GRCh38__NBPF15
1702,GRCh38__PPIAL4F
1703,GRCh38__LINC01632
1704,GRCh38__FP700111.1
1705,GRCh38__SRGAP2B
1706,GRCh38__FAM72D
1707,GRCh38__PPIAL4D
1708,GRCh38__AC245014.3
1709,GRCh38__AC245014.1
1710,GRCh38__NBPF20
1711,GRCh38__GPR89A
1712,GRCh38__PDZK1
1713,GRCh38__CD160
1714,GRCh38__RNF115
1715,GRCh38__POLR3C
1716,GRCh38__NUDT17
1717,GRCh38__PIAS3
1718,GRCh38__ANKRD35
1719,GRCh38__ITGA10
1720,GRCh38__AC243547.1
1721,GRCh38__PEX11B
1722,GRCh38__RBM8A
1723,GRCh38__LIX1L-AS1
1724,GRCh38__AC243547.3
1725,GRCh38__LIX1L
1726,GRCh38__ANKRD34A
1727,GRCh38__AC243547.2
1728,GRCh38__POLR3GL
1729,GRCh38__TXNIP
1730,GRCh38__HJV
1731,GRCh38__LINC01719
1732,GRCh38__NBPF10
1733,GRCh38__AC239799.1
1734,GRCh38__NOTCH2NL
1735,GRCh38__AC239799.2
1736,GRCh38__AC243756.1
1737,GRCh38__AC245407.2
1738,GRCh38__NBPF12
1739,GRCh38__AC244394.2
1740,GRCh38__PRKAB2
1741,GRCh38__AC242426.2
1742,GRCh38__FMO5
1743,GRCh38__CHD1L
1744,GRCh38__LINC00624
1745,GRCh38__BCL9
1746,GRCh38__ACP6
1747,GRCh38__AC241644.1
1748,GRCh38__GJA5
1749,GRCh38__AC241644.3
1750,GRCh38__AC241644.2
1751,GRCh38__GJA8
1752,GRCh38__GPR89B
1753,GRCh38__AC239803.2
1754,GRCh38__AC239803.3
1755,GRCh38__NBPF11
1756,GRCh38__AC239809.3
1757,GRCh38__AC239803.1
1758,GRCh38__LINC01731
1759,GRCh38__AC245100.6
1760,GRCh38__AC245100.1
1761,GRCh38__AC245100.7
1762,GRCh38__PPIAL4G
1763,GRCh38__NBPF14
1764,GRCh38__NUDT4B
1765,GRCh38__PDE4DIP
1766,GRCh38__AC239802.1
1767,GRCh38__AC239802.2
1768,GRCh38__AC239804.1
1769,GRCh38__NBPF9
1770,GRCh38__AC245297.3
1771,GRCh38__AC245297.2
1772,GRCh38__NBPF19
1773,GRCh38__PPIAL4C
1774,GRCh38__FCGR1A
1775,GRCh38__HIST2H2BF
1776,GRCh38__AC243772.2
1777,GRCh38__HIST2H3D
1778,GRCh38__HIST2H4A
1779,GRCh38__HIST2H3C
1780,GRCh38__HIST2H2AA3
1781,GRCh38__AC239868.3
1782,GRCh38__HIST2H2AA4
1783,GRCh38__HIST2H3A
1784,GRCh38__HIST2H4B
1785,GRCh38__AC239868.2
1786,GRCh38__HIST2H2BE
1787,GRCh38__HIST2H2AC
1788,GRCh38__HIST2H2AB
1789,GRCh38__BOLA1
1790,GRCh38__SV2A
1791,GRCh38__SF3B4
1792,GRCh38__MTMR11
1793,GRCh38__OTUD7B
1794,GRCh38__VPS45
1795,GRCh38__PLEKHO1
1796,GRCh38__ANP32E
1797,GRCh38__AC242988.1
1798,GRCh38__CA14
1799,GRCh38__APH1A
1800,GRCh38__C1orf54
1801,GRCh38__CIART
1802,GRCh38__MRPS21
1803,GRCh38__PRPF3
1804,GRCh38__RPRD2
1805,GRCh38__TARS2
1806,GRCh38__ECM1
1807,GRCh38__FALEC
1808,GRCh38__AL356356.1
1809,GRCh38__ADAMTSL4
1810,GRCh38__MCL1
1811,GRCh38__ENSA
1812,GRCh38__GOLPH3L
1813,GRCh38__HORMAD1
1814,GRCh38__CTSS
1815,GRCh38__CTSK
1816,GRCh38__ARNT
1817,GRCh38__CTXND2
1818,GRCh38__SETDB1
1819,GRCh38__CERS2
1820,GRCh38__AL590133.2
1821,GRCh38__AL590133.1
1822,GRCh38__ANXA9
1823,GRCh38__MINDY1
1824,GRCh38__PRUNE1
1825,GRCh38__BNIPL
1826,GRCh38__C1orf56
1827,GRCh38__CDC42SE1
1828,GRCh38__MLLT11
1829,GRCh38__GABPB2
1830,GRCh38__SEMA6C
1831,GRCh38__TNFAIP8L2
1832,GRCh38__SCNM1
1833,GRCh38__LYSMD1
1834,GRCh38__TMOD4
1835,GRCh38__VPS72
1836,GRCh38__PIP5K1A
1837,GRCh38__PSMD4
1838,GRCh38__AL391069.2
1839,GRCh38__ZNF687
1840,GRCh38__PI4KB
1841,GRCh38__AL391069.4
1842,GRCh38__RFX5
1843,GRCh38__AL391069.1
1844,GRCh38__AL391069.3
1845,GRCh38__SELENBP1
1846,GRCh38__PSMB4
1847,GRCh38__POGZ
1848,GRCh38__CGN
1849,GRCh38__TUFT1
1850,GRCh38__SNX27
1851,GRCh38__AL391335.1
1852,GRCh38__AL589765.1
1853,GRCh38__CELF3
1854,GRCh38__RIIAD1
1855,GRCh38__AL589765.7
1856,GRCh38__MRPL9
1857,GRCh38__OAZ3
1858,GRCh38__AL589765.4
1859,GRCh38__AL589765.5
1860,GRCh38__TDRKH
1861,GRCh38__TDRKH-AS1
1862,GRCh38__AL589765.6
1863,GRCh38__LINGO4
1864,GRCh38__RORC
1865,GRCh38__C2CD4D
1866,GRCh38__AL450992.2
1867,GRCh38__THEM5
1868,GRCh38__THEM4
1869,GRCh38__S100A10
1870,GRCh38__AL450992.1
